record_id,source,year,country,funder,amount,currency,amount_eur,title,rule_category,llm_category,llm_confidence,llm_quote,url
reporter:5P30AG021332-23,reporter,2025,US,National Institute on Aging,137920,USD,118978.61,Integrative Biology Core,fundamental_aging,fundamental_aging,0.86,identifying and integrating biologic factors that contribute to aging-related disability processes,https://reporter.nih.gov/project-details/5P30AG021332-23
reporter:1R21EY030363-01,reporter,2019,US,National Eye Institute,195000,USD,168219.46,"Assessing the Interplay of Vision with Cognitive Functioning, Balance, and Falls in Middle-aged Women",ambiguous,age_related_disease,0.82,"vision impairment (VI) plays a role in balance, falls and cognitive impairment",https://reporter.nih.gov/project-details/1R21EY030363-01
reporter:5R01AG058854-05,reporter,2025,US,National Institute on Aging,634944,USD,547743.27,ENIGMA World Aging Center,age_related_disease,fundamental_aging,0.87,discover key biological mechanisms that influence brain aging,https://reporter.nih.gov/project-details/5R01AG058854-05
reporter:2P30AG044271-06,reporter,2020,US,National Institute on Aging,1242840,USD,1072153.21,San Antonio Claude D. Pepper Older Americans Independence Center,fundamental_aging,fundamental_aging,0.85,A core tenet of the geroscience concept is that multiple human diseases arise from aging itself.,https://reporter.nih.gov/project-details/2P30AG044271-06
reporter:1R01DK137797-01,reporter,2024,US,National Institute of Diabetes and Digestive and Kidney Diseases,418610,USD,361119.74,Coordinated matricellular regulation of intestinal injury repair and regeneration,fundamental_aging,ambiguous,0.9,Coordinated matricellular regulation of intestinal injury repair and regeneration,https://reporter.nih.gov/project-details/1R01DK137797-01
reporter:7DP1AG053015-04,reporter,2018,US,National Institute on Aging,322535,USD,278239.3,A Bioorthogonal Approach to Study Mammalian Aging,age_related_disease,fundamental_aging,0.98,fundamental questions about aging: what controls organismal aging? Does it start in one tissue and spread to another?,https://reporter.nih.gov/project-details/7DP1AG053015-04
reporter:5R01GM118837-04,reporter,2020,US,National Institute of General Medical Sciences,347456,USD,299737.75,The role of the checkpoint clamp in DNA repair,fundamental_aging,ambiguous,0.55,The role of the checkpoint clamp in DNA repair,https://reporter.nih.gov/project-details/5R01GM118837-04
reporter:1ZIAEY000556-02,reporter,2018,US,National Eye Institute,1224376,USD,1056224.98,Studies of Ocular inflammation: Translational Research,fundamental_aging,fundamental_aging,0.86,"we have unraveled a phenotype in CD8 T cells, which exhibits features of senescence",https://reporter.nih.gov/project-details/1ZIAEY000556-02
reporter:1R03DE032101-01A1,reporter,2023,US,National Institute of Dental and Craniofacial Research,158500,USD,136732.23,The role of cellular senescence in bone loss and recovery in periodontal disease,fundamental_aging,fundamental_aging,0.86,A potential factor in the development of PD bone loss is the accumulation of senescent cells.,https://reporter.nih.gov/project-details/1R03DE032101-01A1
reporter:5T32AG058527-05,reporter,2022,US,National Institute on Aging,216427,USD,186703.76,Translational Aging Research Training Program,ambiguous,ambiguous,0.78,Translational Aging Research Training Program,https://reporter.nih.gov/project-details/5T32AG058527-05
reporter:5R01GM129576-04,reporter,2021,US,National Institute of General Medical Sciences,448119,USD,386576.09,Neurogenetic analysis of value-based decision making,ambiguous,ambiguous,0.92,Neurogenetic analysis of value-based decision making,https://reporter.nih.gov/project-details/5R01GM129576-04
reporter:5R01AG070034-04,reporter,2024,US,National Institute on Aging,422096,USD,364126.98,Reduced thioredoxin in both the cytosol and mitochondria: a key modulator of age-related cancer development in Trx1KO x Trx2KO mice?,intervention,age_related_disease,0.83,a key modulator of age-related cancer development in Trx1KO x Trx2KO mice?,https://reporter.nih.gov/project-details/5R01AG070034-04
reporter:1R34EY031719-01,reporter,2020,US,National Eye Institute,236456,USD,203982.06,Oral metformin for non-neovascular age-related macular degeneration,fundamental_aging,age_related_disease,0.95,Oral metformin for non-neovascular age-related macular degeneration,https://reporter.nih.gov/project-details/1R34EY031719-01
reporter:5R01AG020670-17,reporter,2018,US,National Institute on Aging,565122,USD,487510.35,Knockin Mouse Models of Alzheimer's Disease,age_related_disease,age_related_disease,0.95,Alzheimer’s disease (AD) is an age-related neurodegenerative disorder,https://reporter.nih.gov/project-details/5R01AG020670-17
reporter:1ZIAAG000693-15,reporter,2025,US,National Institute on Aging,846403,USD,730161.32,Statistical genetics of aging-related genomic and phenotypic change,age_related_disease,fundamental_aging,0.85,Statistical genetics of aging-related genomic and phenotypic change,https://reporter.nih.gov/project-details/1ZIAAG000693-15
reporter:5R21AG078793-02,reporter,2024,US,National Institute on Aging,219156,USD,189057.97,Identifying molecular traits associated with extreme human longevity using an AI based integrative approach,ambiguous,fundamental_aging,0.96,identify biomarkers of healthy human aging using advanced Artificial Intelligence (AI) methods,https://reporter.nih.gov/project-details/5R21AG078793-02
reporter:2T32MH015750-36A1,reporter,2016,US,National Institute of Mental Health,183795,USD,158553.31,Biobehavioral Issues in Physical and Mental Health,age_related_disease,ambiguous,0.88,The primary objective of this program is to train predoctoral and postdoctoral research scientists in integrated biobehavioral and sociocultural approaches to the study of mental health and disorder,https://reporter.nih.gov/project-details/2T32MH015750-36A1
reporter:5R01AG074887-03,reporter,2023,US,National Institute on Aging,610790,USD,526906.49,DNA methylation in context: Racial inequities in social adversity and vulnerability to the health impact of air pollution,age_related_disease,age_related_disease,0.65,"chronic conditions such as cardiovascular disease (CVD), hypertension, and diabetes",https://reporter.nih.gov/project-details/5R01AG074887-03
reporter:1R41AG071265-01A1,reporter,2021,US,National Institute on Aging,252132,USD,217505.18,Engineered Cyclodextrins to Address 7-ketocholesterol-Associated Diseases ofAging,age_related_disease,age_related_disease,0.89,demonstrate that 7-ketocholesterol (7KC) is elevated in red blood cells (RBCs) in Atherosclerosis and Alzheimer’s disease,https://reporter.nih.gov/project-details/1R41AG071265-01A1
reporter:5T32HS000078-19,reporter,2016,US,Agency for Healthcare Research and Quality,574324,USD,495448.59,Northwestern University-University of Chicago HSR Postdoctoral Training Program,age_related_disease,ambiguous,0.85,Northwestern University-University of Chicago HSR Postdoctoral Training Program,https://reporter.nih.gov/project-details/5T32HS000078-19
reporter:5R00AG073473-04,reporter,2025,US,National Institute on Aging,244021,USD,210508.11,"Caregiving, Complex Family and Kinship Ties, and Alzheimer's Disease and Related Dementias (ADRD)",age_related_disease,care,0.9,Families and unpaid caregivers provide the majority of assistance to older Americans living with limitations,https://reporter.nih.gov/project-details/5R00AG073473-04
reporter:5R01HD084532-04,reporter,2019,US,Eunice Kennedy Shriver National Institute of Child Health and Human Development,135380,USD,116787.44,Fetal Cell Senescence Signals Initiation of Parturition,fundamental_aging,fundamental_aging,0.72,Fetal cell senescence at term is a natural physiologic response to oxidative stress,https://reporter.nih.gov/project-details/5R01HD084532-04
reporter:1R01HG013679-01,reporter,2024,US,National Human Genome Research Institute,743524,USD,641411.32,Expansion genomics for high-resolution single-cell and spatial epigenomics,ambiguous,ambiguous,0.8,"The diversity of cell states observed across development, aging, and disease is regulated by the epigenome",https://reporter.nih.gov/project-details/1R01HG013679-01
reporter:1ZIABC005708-30,reporter,2021,US,National Cancer Institute,916147,USD,790326.95,"Xenobiotic metabolism, cancer chemoprevention and cancer biomarkers",age_related_disease,age_related_disease,0.95,"Xenobiotic metabolism, cancer chemoprevention and cancer biomarkers",https://reporter.nih.gov/project-details/1ZIABC005708-30
reporter:5R01DK128552-04,reporter,2024,US,National Institute of Diabetes and Digestive and Kidney Diseases,355756,USD,306897.86,Targeting Cellular Senescence and RAGE in Type 2 Diabetes,fundamental_aging,age_related_disease,0.78,targeting cellular senescence or RAGE can improve T2D-related skeletal fragility,https://reporter.nih.gov/project-details/5R01DK128552-04
reporter:2U54NS092091-06,reporter,2019,US,National Institute of Neurological Disorders and Stroke,89667,USD,77352.48,Clinical Research in ALS & Related Disorders for Therapeutic Development (CReATe) - Project Core #3,ambiguous,age_related_disease,0.86,effective disease-modifying treatments for amyotrophic lateral sclerosis (ALS) and other neurodegenerative disorders still elude us,https://reporter.nih.gov/project-details/2U54NS092091-06
reporter:1R01AG068250-01,reporter,2020,US,National Institute on Aging,440770,USD,380236.37,Restoring the regenerative capacity of the aged muscle,fundamental_aging,fundamental_aging,0.86,we discovered that NANOG reversed the hallmarks of cellular senescence and restored the metabolic program of senescent skeletal myoblasts,https://reporter.nih.gov/project-details/1R01AG068250-01
reporter:5U01HL146201-04,reporter,2022,US,National Heart Lung and Blood Institute,4081180,USD,3520686.68,Clinical Research Sites for the MACS/WIHS Combined Cohort Study (MACS/WIHS-CCS) - Baltimore/Wash DC Center,age_related_disease,ambiguous,0.65,relationship between long-term controlled HIV infection and chronic diseases and co-morbidities associated with aging,https://reporter.nih.gov/project-details/5U01HL146201-04
reporter:5R01AG052519-05,reporter,2021,US,National Institute on Aging,323254,USD,278859.56,Healthy transitions from mid-life to early older age: biomedical follow-up of 1958 Birth Cohort Study members at age 60,age_related_disease,ambiguous,0.7,Understanding the occurrence and determinants of these ageing outcomes,https://reporter.nih.gov/project-details/5R01AG052519-05
reporter:5R01MH132218-02,reporter,2023,US,National Institute of Mental Health,2297058,USD,1981589.03,Toward Healthy Aging in Adults with Autism: A Longitudinal Clinical and Multimodal Brain Imaging Study,fundamental_aging,fundamental_aging,0.78,epigenetic measures of biological aging,https://reporter.nih.gov/project-details/5R01MH132218-02
reporter:1R01AG064800-01,reporter,2019,US,National Institute on Aging,539337,USD,465266.56,Cutaneous pathogen-specific tissue resident memory T cells in human aging,fundamental_aging,fundamental_aging,0.86,"to determine the mechanisms of age-related susceptibility to shingles, and the mechanisms of action of a uniquely successful vaccine that retains efficacy in the elderly.",https://reporter.nih.gov/project-details/1R01AG064800-01
reporter:1ZIAAG000989-01,reporter,2017,US,National Institute on Aging,325927,USD,281165.46,Characterization of Serum Extracellular Vesicles with Human Age,fundamental_aging,fundamental_aging,0.82,We characterized EV attributes across selected age groups ... in order to address age-related changes in community-dwelling individuals.,https://reporter.nih.gov/project-details/1ZIAAG000989-01
reporter:1ZIABC010525-17,reporter,2019,US,National Cancer Institute,2322567,USD,2003594.72,Immune Reconstitution,fundamental_aging,ambiguous,0.65,The biology of reconstitution of T cell populations following acute loss remains incompletely characterized.,https://reporter.nih.gov/project-details/1ZIABC010525-17
reporter:3R01AG059416-05S1,reporter,2022,US,National Institute on Aging,245474,USD,211761.56,"Study of Muscle, Mobility and Aging (SOMMA)",ambiguous,fundamental_aging,0.93,The role of age-related biological changes in skeletal muscle on the decline in mobility is poorly understood.,https://reporter.nih.gov/project-details/3R01AG059416-05S1
reporter:3R01NS117968-01S1,reporter,2021,US,National Institute of Neurological Disorders and Stroke,377307,USD,325489.13,How alpha-Synuclein misfolding promotes tau pathology in ADRD,age_related_disease,age_related_disease,0.95,How alpha-Synuclein misfolding promotes tau pathology in ADRD,https://reporter.nih.gov/project-details/3R01NS117968-01S1
reporter:5U01HL146208-05,reporter,2023,US,National Heart Lung and Blood Institute,4084069,USD,3523178.92,University of Pittsburgh MACS/WIHS CCS,age_related_disease,ambiguous,0.7,"as men and women with chronic HIV infection age, they increase their risks for serious, life-shortening comorbidities beyond those of comparable age, uninfected persons",https://reporter.nih.gov/project-details/5U01HL146208-05
reporter:5R21AG065532-02,reporter,2021,US,National Institute on Aging,231750,USD,199922.36,Loss of TRAF3 in aging B lymphocytes,age_related_disease,fundamental_aging,0.9,"The objective of this application is to determine how posttranslational mechanisms reduce TRAF3 protein in aging B, but not T lymphocytes",https://reporter.nih.gov/project-details/5R21AG065532-02
reporter:1ZIAAG000332-09,reporter,2017,US,National Institute on Aging,679890,USD,586516.56,Neuro-Immune Mechanisms in Brain Plasticity and Aging,fundamental_aging,age_related_disease,0.82,These findings demonstrate that IF can attenuate the inflammatory response and tissue damage following ischemic stroke by a mechanism involving suppression of NLRP1 and NLRP3 inflammasome activity.,https://reporter.nih.gov/project-details/1ZIAAG000332-09
reporter:5T32AG000213-24,reporter,2015,US,National Institute on Aging,439531,USD,379167.53,Biology of Aging and Age Related Diseases Training Grant,ambiguous,ambiguous,0.82,biology and clinical/translational research in aging and related diseases,https://reporter.nih.gov/project-details/5T32AG000213-24
reporter:5R03AG054723-02,reporter,2018,US,National Institute on Aging,177000,USD,152691.51,Transitional Growth-Associated Skeletal Stem Cells,fundamental_aging,fundamental_aging,0.75,Telomerase (Tert) activity prevents cellular senescence and is required for maintenance of stem cells in regenerative tissues.,https://reporter.nih.gov/project-details/5R03AG054723-02
reporter:5R01HL128069-02,reporter,2016,US,National Heart Lung and Blood Institute,416250,USD,359083.85,DDT and CD74 receptor activation prevent cardiac injury,age_related_disease,age_related_disease,0.95,develop novel therapeutic approaches for patients with cardiovascular disease,https://reporter.nih.gov/project-details/5R01HL128069-02
reporter:3R01GM145852-02S1,reporter,2024,US,National Institute of General Medical Sciences,205848,USD,177577.64,Equipment Supplement: Spatial Photoproximity Profiling of Dynamic Protein Complexes,age_related_disease,ambiguous,0.75,develop and validate several complementary light-dependent proximity profiling platforms capable of detecting protein interaction dynamics in live cells,https://reporter.nih.gov/project-details/3R01GM145852-02S1
reporter:1R13AG089747-01,reporter,2024,US,National Institute on Aging,41170,USD,35515.87,CSHL Mechanisms of Aging Conference (2024 - 2028),fundamental_aging,fundamental_aging,0.95,The meeting will provide an in-depth forum for presentation of new findings in different areas of aging research.,https://reporter.nih.gov/project-details/1R13AG089747-01
reporter:5R01MH094151-09,reporter,2020,US,National Institute of Mental Health,727977,USD,627999.48,Accelerated Inflammaging in Schizophrenia,fundamental_aging,fundamental_aging,0.82,inflammatory and cellular markers of aging,https://reporter.nih.gov/project-details/5R01MH094151-09
reporter:1R56AG056696-01,reporter,2018,US,National Institute on Aging,391250,USD,337517.25,Cellular Senescence and Alzheimer’s disease,fundamental_aging,fundamental_aging,0.85,Cellular senescence is a hallmark of aging that may influence age-related dysfunctions including the neurocognitive impairment observed in AD patients.,https://reporter.nih.gov/project-details/1R56AG056696-01
reporter:5R01CA241191-05,reporter,2024,US,National Cancer Institute,480430,USD,414449.62,Inhibition of Bcl-xL by Targeted Degradation,fundamental_aging,age_related_disease,0.88,Targeting the anti-apoptotic Bcl-2 family proteins is a promising therapeutic strategy for cancer,https://reporter.nih.gov/project-details/5R01CA241191-05
reporter:5T32AG027708-15,reporter,2024,US,National Institute on Aging,89633,USD,77323.15,Interdisciplinary Research Training on Health and Aging,ambiguous,ambiguous,0.75,training opportunities in the social and behavioral determinants of adverse health outcomes in older age,https://reporter.nih.gov/project-details/5T32AG027708-15
reporter:5R01DC020717-03,reporter,2025,US,National Institute on Deafness and Other Communication Disorders,537325,USD,463530.88,"Characterizing the recovery of spectral, temporal, and phonemic speech information from visual cues",age_related_disease,ambiguous,0.8,"including intrinsic brain tumor, stroke, cochlear implant usage, and age-related hearing loss",https://reporter.nih.gov/project-details/5R01DC020717-03
reporter:5P30AG024832-14,reporter,2018,US,National Institute on Aging,146835,USD,126669.25,METABOLISM & BIOLOGY RESOURCE CORE 2,age_related_disease,age_related_disease,0.78,"biological and metabolic mechanisms of sarcopenia, physical dysfunction and recovery",https://reporter.nih.gov/project-details/5P30AG024832-14
reporter:1RF1AG078888-01,reporter,2022,US,National Institute on Aging,1230000,USD,1061076.6,J-domain protein conformational selectivity for tau in disease,age_related_disease,age_related_disease,0.92,pathology in Alzheimer’s disease and over 20 other related tauopathies,https://reporter.nih.gov/project-details/1RF1AG078888-01
reporter:3R01AG079193-02S2,reporter,2024,US,National Institute on Aging,77329,USD,66708.94,Postbaccalaureate studies by Ms. Amalia Bustillos understanding whether viral infection of the olfactory system accelerate Alzheimer's disease,age_related_disease,age_related_disease,0.93,understanding whether viral infection of the olfactory system accelerate Alzheimer's disease,https://reporter.nih.gov/project-details/3R01AG079193-02S2
reporter:5R01AG044829-06,reporter,2018,US,National Institute on Aging,438319,USD,378121.98,Role of exceptional longevity genotypes in protection against frailty in aging,age_related_disease,fundamental_aging,0.86,unique genotypes and phenotypes protect against age-related diseases to assure exceptional healthy longevity,https://reporter.nih.gov/project-details/5R01AG044829-06
reporter:5R01DK069921-17,reporter,2021,US,National Institute of Diabetes and Digestive and Kidney Diseases,507793,USD,438054.69,The Laminin Receptors in Kidney Fibrosis,age_related_disease,age_related_disease,0.72,LM receptors regulate tubular epithelial cell inflammation and kidney tubulointerstitial fibrosis in aged and injured mice,https://reporter.nih.gov/project-details/5R01DK069921-17
reporter:5U01AG060906-02,reporter,2019,US,National Institute on Aging,741606,USD,639756.73,Quantitative Proteomics to Develop Robust Senescence-Related Biomarkers for Aging,age_related_disease,fundamental_aging,0.96,develop robust senescence-related biomarkers of aging,https://reporter.nih.gov/project-details/5U01AG060906-02
reporter:1R01CA201446-01A1,reporter,2016,US,National Cancer Institute,376294,USD,324615.25,Molecular Mechanisms Regulating the Alternative Lengthening of Telomeres Pathway,fundamental_aging,age_related_disease,0.88,Telomere lengthening mechanisms are active in the majority of all cancer cells... making them ideal candidates for targeted cancer therapies.,https://reporter.nih.gov/project-details/1R01CA201446-01A1
reporter:1I01RX003901-01A2,reporter,2022,US,Veterans Affairs,,USD,,"Fisetin as a treatment for community-acquired pathogen susceptibility during aging, obesity and neurodegenerative diseases",fundamental_aging,intervention,0.92,"Fisetin as a treatment for community-acquired pathogen susceptibility during aging, obesity and neurodegenerative diseases",https://reporter.nih.gov/project-details/1I01RX003901-01A2
reporter:2R35GM118141-06,reporter,2021,US,National Institute of General Medical Sciences,926164,USD,798968.25,Mitochondrial Biogenesis in Health and Disease,age_related_disease,ambiguous,0.65,"Mutations affecting these processes lead to mitochondrial cardio- and encephalo-myopathies and have been linked to neurodegeneration, metabolic disease, cancer, and aging.",https://reporter.nih.gov/project-details/2R35GM118141-06
reporter:5P30AG068635-04,reporter,2023,US,National Institute on Aging,143661,USD,123931.16,Core 3: Integrative Models of Aging Core,ambiguous,fundamental_aging,0.96,"Aging is a multi-faceted, multi-scale and heterogeneous process.",https://reporter.nih.gov/project-details/5P30AG068635-04
reporter:5R01AG082739-02,reporter,2024,US,National Institute on Aging,425561,USD,367116.11,Genetic information flow in the Hallmarks of Aging: from system-level analytics to mechanistic interventions,fundamental_aging,fundamental_aging,0.98,Genetic information flow in the Hallmarks of Aging: from system-level analytics to mechanistic interventions,https://reporter.nih.gov/project-details/5R01AG082739-02
reporter:1R21ES037112-01,reporter,2025,US,National Institute of Environmental Health Sciences,445240,USD,384092.48,Prenatal metal exposures and childhood telomere length attrition,fundamental_aging,fundamental_aging,0.88,"Telomere length (TL), a biomarker of biological aging, is inversely associated with chronological age and indicative of aging-related disease susceptibility.",https://reporter.nih.gov/project-details/1R21ES037112-01
reporter:2R01AG044034-11A1,reporter,2023,US,National Institute on Aging,444040,USD,383057.28,Oxidative Stress and the Development of Osteoarthritis,fundamental_aging,age_related_disease,0.92,"determine the basic mechanisms by which oxidative stress conditions contribute to the pathogenesis of osteoarthritis (OA), with a focus on age-related OA.",https://reporter.nih.gov/project-details/2R01AG044034-11A1
reporter:2R01GM103619-21A1,reporter,2017,US,National Institute of General Medical Sciences,322955,USD,278601.62,Mechanism and Function of Cotranslational Ubiquitylation,age_related_disease,fundamental_aging,0.75,"Protein quality control (QC) mechanisms exist in eukaryotic cells to monitor and clear misfolded, damaged, or aggregated proteins",https://reporter.nih.gov/project-details/2R01GM103619-21A1
reporter:3R01AG037514-12S1,reporter,2024,US,National Institute on Aging,33604,USD,28988.96,Role of Mitochondrial Homeostasis in Animal Aging,age_related_disease,fundamental_aging,0.93,Mitochondrial dysfunction and pro-inflammatory signaling are each thought to be key drivers of aging and AD.,https://reporter.nih.gov/project-details/3R01AG037514-12S1
reporter:5R21AG055049-02,reporter,2019,US,National Institute on Aging,228766,USD,197348.17,Molecular Mechanisms of Synaptic Aging,fundamental_aging,fundamental_aging,0.92,Very little is known about the molecular mechanisms underlying synaptic aging and how synaptic aging results in aging associated memory deficits.,https://reporter.nih.gov/project-details/5R21AG055049-02
reporter:1K01AG057726-01A1,reporter,2018,US,National Institute on Aging,116516,USD,100514.15,Training in Molecular Epidemiology: Linking Genes to Physical Function in Older Adults,fundamental_aging,fundamental_aging,0.82,"advanced training in molecular epidemiology and biology of aging, yield novel insight on the genetic and biological basis of physical function among older adults",https://reporter.nih.gov/project-details/1K01AG057726-01A1
reporter:5F30AG076322-04,reporter,2025,US,National Institute on Aging,24659,USD,21272.43,Investigating the Role of PLIN2 in Senescence,fundamental_aging,fundamental_aging,0.95,Cellular senescence has emerged as a unifying feature of multiple age-associated pathologies,https://reporter.nih.gov/project-details/5F30AG076322-04
reporter:5P01AG026572-10,reporter,2015,US,National Institute on Aging,367078,USD,316664.94,ANIMAL CORE,age_related_disease,age_related_disease,0.86,phenotypes predictive of risk for development of Alzheimer's pathology,https://reporter.nih.gov/project-details/5P01AG026572-10
reporter:1I01BX004029-01,reporter,2019,US,Veterans Affairs,,USD,,Telomere-based Epigenetic Reprogramming of Adipocyte Progenitor Cells inInsulin Resistance,fundamental_aging,fundamental_aging,0.85,One of the mechanisms implicated in organismal aging is the shortening of telomeres at the ends of chromosomes.,https://reporter.nih.gov/project-details/1I01BX004029-01
reporter:7R01AR079992-03,reporter,2024,US,National Institute of Arthritis and Musculoskeletal and Skin Diseases,488336,USD,421269.84,Role of the FAAH-OUT locus in cutaneous wound healing,ambiguous,ambiguous,0.82,The goal of this proposal is to understand how the FAAH OUT deletion results in accelerated wound healing.,https://reporter.nih.gov/project-details/7R01AR079992-03
reporter:1R13AG056105-01,reporter,2017,US,National Institute on Aging,30000,USD,25879.92,2017 Biology of Aging Gordon Research Conference and Gordon Research Seminar,intervention,fundamental_aging,0.98,the 2017 Gordon Research Conference (GRC) on the Biology of Aging,https://reporter.nih.gov/project-details/1R13AG056105-01
reporter:4R00AG078440-03,reporter,2025,US,National Institute on Aging,244023,USD,210509.83,Social Mechanisms Underlying Sex Differences in Alzheimer’s Disease.,age_related_disease,age_related_disease,0.87,Social Mechanisms Underlying Sex Differences in Alzheimer’s Disease.,https://reporter.nih.gov/project-details/4R00AG078440-03
reporter:1R13AI147874-01,reporter,2019,US,National Institute of Allergy and Infectious Diseases,25000,USD,21566.6,21st International Workshop on Co-morbidities and Adverse Drug Reactions in HIV,ambiguous,ambiguous,0.78,comorbid diseases are now the leading causes of death and disability in people living with HIV,https://reporter.nih.gov/project-details/1R13AI147874-01
reporter:1ZIAAG000997-08,reporter,2022,US,National Institute on Aging,17315,USD,14937.03,Microbiome Projects in the Baltimore Longitudinal Study of Aging,age_related_disease,fundamental_aging,0.75,Several studies have shown that the gut microbiome composition change significantly with age.,https://reporter.nih.gov/project-details/1ZIAAG000997-08
reporter:5R01AG060110-05,reporter,2022,US,National Institute on Aging,550108,USD,474558.32,Biological Underpinnings of Socioeconomic Differentials in Health and Mortality,fundamental_aging,fundamental_aging,0.95,"basic processes of biological aging including clinical indicators of physiological status, immune system functioning, telomere attrition, mitochondrial depletion, DNA methylation, and gene expression",https://reporter.nih.gov/project-details/5R01AG060110-05
reporter:5K01AG072615-03,reporter,2024,US,National Institute on Aging,130638,USD,112696.69,Early life trauma and aging using a long-lived animal model,age_related_disease,fundamental_aging,0.72,Early life trauma and aging using a long-lived animal model,https://reporter.nih.gov/project-details/5K01AG072615-03
reporter:5R01AG017644-16,reporter,2015,US,National Institute on Aging,1879944,USD,1621759.83,English Longitudinal Study of Ageing: renewal 2014,ambiguous,ambiguous,0.75,"ELSA is a multidisciplinary study, involving the collection of economic, epidemiological, health, social, psychological, physiological and genetic data.",https://reporter.nih.gov/project-details/5R01AG017644-16
reporter:2R01GM117275-06A1,reporter,2022,US,National Institute of General Medical Sciences,307697,USD,265439.1,Protein N-terminal Methylation Mechanisms and Inhibition,ambiguous,ambiguous,0.72,"Its level is increased as response of cellular stress, aging, and developmental processes.",https://reporter.nih.gov/project-details/2R01GM117275-06A1
reporter:5T32HD007502-22,reporter,2019,US,Eunice Kennedy Shriver National Institute of Child Health and Human Development,268147,USD,231320.74,Training Program in Stem Cell and Regenerative Developmental Biology,age_related_disease,ambiguous,0.7,Training Program in Stem Cell and Regenerative Developmental Biology,https://reporter.nih.gov/project-details/5T32HD007502-22
reporter:5I01CX002161-03,reporter,2023,US,Veterans Affairs,,USD,,Lifestyle Intervention plus Metformin to Treat Frailty in Older Veterans with Obesity,fundamental_aging,age_related_disease,0.85,Lifestyle Intervention plus Metformin to Treat Frailty in Older Veterans with Obesity,https://reporter.nih.gov/project-details/5I01CX002161-03
reporter:1ZIAAR041200-02,reporter,2015,US,National Institute of Arthritis and Musculoskeletal and Skin Diseases,820032,USD,707412.01,The role of AU-rich element binding proteins in shaping target mRNA expression,fundamental_aging,ambiguous,0.8,The role of AU-rich element binding proteins in shaping target mRNA expression,https://reporter.nih.gov/project-details/1ZIAAR041200-02
reporter:1K99AG073461-01A1,reporter,2022,US,National Institute on Aging,109929,USD,94831.78,Defining the landscape and mechanisms of redox regulation of metabolism during aging,intervention,fundamental_aging,0.94,Defining the landscape and mechanisms of redox regulation of metabolism during aging,https://reporter.nih.gov/project-details/1K99AG073461-01A1
reporter:5K01AG081566-03,reporter,2025,US,National Institute on Aging,139761,USD,120566.77,Cognitive Health and Modifiable Factors of Daily Sleep and Activities Among Dementia Family Caregivers,age_related_disease,care,0.95,Approximately 16 million Americans serve as family caregivers for a person with Alzheimer's disease and related dementias and this care can take a physical and emotional toll.,https://reporter.nih.gov/project-details/5K01AG081566-03
reporter:1ZIAAG000368-18,reporter,2022,US,National Institute on Aging,115433,USD,99579.88,Calorie restriction and aging,intervention,intervention,0.92,Laboratory studies consistently demonstrate extended lifespan in animals on calorie restriction,https://reporter.nih.gov/project-details/1ZIAAG000368-18
reporter:5R03AG072374-02,reporter,2022,US,National Institute on Aging,164000,USD,141476.88,Targeting P21-Highly-Expressing Senescent Cells In Vivo for Improving Cognitive Function in the Alzheimers Diseases,fundamental_aging,fundamental_aging,0.82,The accumulation of senescent cells in various tissues is one of the most prominent features of aging.,https://reporter.nih.gov/project-details/5R03AG072374-02
reporter:4R01MH097520-05,reporter,2016,US,National Institute of Mental Health,361594,USD,311934.09,Effects of Host and Viral Aging on Neurocognition,ambiguous,age_related_disease,0.72,The persistence of HAND is likely due to a complex interplay between poorly understood virologic factors and natural aging processes.,https://reporter.nih.gov/project-details/4R01MH097520-05
reporter:5K00CA264400-04,reporter,2024,US,National Cancer Institute,103583,USD,89357.32,"Metabolic health phenotype, accelerated aging and obesity-related cancer risk and mortality",age_related_disease,age_related_disease,0.86,"understand how metabolic dysfunction influences biological aging and risk of cancer, at all levels of adiposity, to inform interventions that prevent or delay these deadly diseases",https://reporter.nih.gov/project-details/5K00CA264400-04
reporter:5K08NS135129-02,reporter,2025,US,National Institute of Neurological Disorders and Stroke,224424,USD,193602.48,Aging-associated changes in the brain's response after a cardiac arrest,fundamental_aging,age_related_disease,0.75,The proposed research will investigate the role of inflammasome pathways as molecular mediators of age-related differences in brain injury after global cerebral ischemia induced by a cardiac arrest.,https://reporter.nih.gov/project-details/5K08NS135129-02
reporter:3U01AG006786-29S1,reporter,2015,US,National Institute on Aging,463402,USD,399760.18,Alzheimers Disease Patient Registry,age_related_disease,age_related_disease,0.86,Alzheimers Disease Patient Registry,https://reporter.nih.gov/project-details/3U01AG006786-29S1
reporter:1RF1AG057964-01,reporter,2017,US,National Institute on Aging,2192011,USD,1890968.77,Brain cellular senescence as a driver of Alzheimers Disease,fundamental_aging,fundamental_aging,0.87,cellular senescence/SASP generates a tissue environment primed to sustain diseases of aging,https://reporter.nih.gov/project-details/1RF1AG057964-01
reporter:5R01HL161106-02,reporter,2023,US,National Heart Lung and Blood Institute,623154,USD,537572.46,Mapping the cell specific DNA damage-induced molecular and bioelectrical responses in the 3D cardiac unit,fundamental_aging,age_related_disease,0.95,DNA damage in cardiomyocytes activates p53 leading to mitochondrial alterations and secretion of paracrine factors that drive heart failure.,https://reporter.nih.gov/project-details/5R01HL161106-02
